,0,1,2,3,4
164,4,1,1,1,-1
165,-1,-1,1,-1,1
166,4,-1,1,1,1
167,4,1,1,1,-1
168,-1,-1,-1,-1,1
169,-1,1,1,1,1
170,-1,-1,-1,1,1
171,3,-1,1,1,1
172,5,-1,1,-1,-1
173,2,1,1,1,-1
174,4,-1,1,1,1
175,2,1,1,1,-1
176,3,-1,1,1,1
177,2,-1,1,1,-1
178,4,-1,1,1,1
179,-1,-1,-1,1,1
180,4,1,1,1,-1
181,1,-1,1,1,-1
182,-1,-1,1,1,1
183,4,-1,-1,1,1
184,-1,-1,1,1,1
185,4,-1,1,1,1
186,1,-1,1,1,-1
187,1,-1,1,1,-1
188,1,1,1,1,-1
189,5,-1,1,-1,-1
190,2,1,1,1,-1
191,1,-1,1,1,1
192,3,1,1,1,-1
193,-1,-1,-1,-1,1
194,3,1,1,1,-1
195,5,1,1,-1,-1
196,-1,-1,-1,1,1
197,-1,-1,-1,1,1
198,0,-1,-1,1,1
199,-1,-1,1,1,1
200,1,-1,1,1,-1
201,3,-1,1,1,1
202,1,-1,1,1,-1
203,5,-1,1,-1,-1
204,3,1,1,1,-1
205,4,-1,1,1,1
206,1,1,1,1,-1
207,1,1,1,1,-1
208,4,-1,1,1,1
209,1,1,1,1,-1
210,3,1,1,1,-1
211,4,-1,1,1,-1
212,3,-1,1,1,-1
213,1,1,1,1,-1
214,4,-1,-1,1,1
215,1,1,-1,1,1
216,4,-1,1,1,1
217,-1,-1,-1,-1,1
218,1,-1,1,1,-1
219,2,-1,1,1,-1
220,4,-1,-1,1,1
221,3,-1,-1,1,1
222,4,-1,1,-1,1
223,4,1,1,1,-1
224,1,-1,1,1,1
225,1,-1,1,1,-1
226,-1,-1,-1,1,1
227,3,-1,-1,1,1
228,4,1,1,1,-1
229,1,-1,1,1,-1
230,3,-1,1,1,1
231,1,-1,1,1,-1
232,1,-1,-1,1,1
233,3,-1,1,1,-1
234,-1,-1,1,1,1
235,4,1,1,1,-1
236,1,-1,-1,1,1
237,2,-1,1,1,-1
238,1,-1,1,1,-1
239,4,-1,1,1,1
240,1,1,1,1,-1
241,1,-1,1,1,1
242,3,-1,1,1,-1
243,5,-1,1,-1,-1
244,-1,-1,1,-1,1
245,4,-1,1,1,-1
246,1,-1,-1,1,1
247,0,-1,1,-1,1
248,3,-1,-1,1,1
249,-1,-1,-1,1,1
250,2,-1,1,1,-1
251,3,-1,-1,1,1
252,-1,-1,-1,1,1
253,5,1,1,-1,-1
254,4,-1,1,1,1
255,2,-1,1,1,-1
256,0,-1,-1,-1,1
257,4,-1,-1,1,1
258,5,-1,1,-1,1
259,4,-1,1,1,1
260,4,-1,1,1,-1
261,1,-1,1,1,1
262,4,-1,1,1,-1
263,3,-1,-1,1,1
264,1,-1,1,1,-1
265,5,1,1,-1,-1
266,2,-1,1,1,-1
267,4,-1,-1,1,1
268,4,-1,1,1,-1
269,4,-1,-1,1,1
270,3,-1,1,-1,1
271,5,-1,1,-1,-1
272,4,-1,-1,1,1
273,1,1,1,1,-1
274,5,-1,-1,1,1
275,1,-1,1,1,-1
276,2,1,1,1,-1
277,2,-1,1,1,-1
278,3,-1,1,1,-1
279,-1,-1,1,1,1
280,2,-1,1,1,-1
281,3,-1,1,1,-1
282,2,-1,1,1,-1
283,4,-1,-1,1,1
284,1,-1,1,1,1
285,2,1,1,1,-1
286,4,-1,1,-1,1
287,5,-1,1,-1,-1
288,4,-1,1,-1,1
289,4,-1,1,1,1
290,-1,-1,-1,-1,1
291,-1,-1,1,1,1
292,5,-1,1,-1,-1
293,5,-1,1,-1,-1
294,3,-1,1,-1,1
295,1,-1,1,1,-1
296,3,1,1,1,-1
297,2,1,1,1,-1
298,-1,-1,1,1,1
299,3,1,1,1,-1
300,1,1,1,1,-1
301,1,-1,-1,1,1
302,4,-1,1,-1,1
303,3,1,1,1,-1
304,3,-1,-1,1,1
305,5,1,1,-1,-1
306,4,1,1,1,1
307,3,-1,1,1,-1
308,4,1,1,1,-1
309,3,-1,1,1,-1
310,1,-1,1,1,-1
311,-1,-1,1,1,1
312,4,-1,1,1,1
313,4,-1,-1,1,1
314,3,-1,1,1,-1
315,3,-1,1,1,-1
316,3,-1,1,1,1
317,1,-1,1,1,1
318,0,-1,-1,1,1
319,4,-1,-1,1,1
320,4,-1,1,1,-1
321,4,-1,-1,1,1
322,1,1,1,1,-1
323,-1,-1,1,-1,1
324,3,-1,-1,1,1
325,3,1,1,1,-1
326,5,-1,1,-1,-1
327,-1,-1,1,1,1
328,3,-1,1,1,1
329,4,-1,1,1,-1
330,3,-1,1,1,1
331,4,-1,1,1,-1
332,-1,-1,-1,-1,1
333,1,-1,1,1,1
334,5,-1,1,-1,-1
335,5,1,1,-1,-1
336,1,1,1,1,-1
337,4,-1,1,1,1
338,3,-1,-1,1,1
339,2,1,1,1,-1
340,4,-1,-1,1,1
341,1,-1,-1,1,1
342,5,1,1,-1,-1
343,3,-1,1,1,1
344,4,-1,-1,1,1
345,5,1,1,-1,-1
346,4,1,1,1,-1
347,3,-1,1,1,1
348,1,-1,1,-1,1
349,3,1,1,1,-1
350,1,1,1,1,-1
351,3,-1,1,-1,1
352,3,1,1,1,-1
353,1,-1,1,1,-1
354,1,-1,1,1,-1
355,3,-1,1,1,-1
356,3,-1,1,1,-1
357,-1,-1,-1,1,1
358,5,-1,1,-1,1
359,-1,-1,1,1,1
360,3,-1,1,1,-1
361,2,-1,1,1,-1
362,5,1,1,-1,-1
363,3,-1,1,1,1
364,1,1,1,1,-1
365,5,-1,1,-1,-1
366,-1,-1,-1,1,1
367,2,-1,1,1,-1
368,3,1,1,1,-1
369,3,-1,-1,1,1
370,3,-1,1,1,1
371,4,1,1,1,-1
372,-1,-1,1,-1,1
373,3,-1,1,1,-1
374,1,-1,1,1,-1
375,3,-1,1,-1,1
376,4,-1,1,1,1
377,1,-1,1,1,-1
378,2,1,1,1,-1
379,2,1,1,1,-1
380,-1,-1,-1,1,1
381,3,-1,-1,-1,1
382,2,1,1,1,-1
383,1,-1,-1,1,1
384,-1,-1,-1,1,1
385,-1,-1,1,1,1
386,2,1,1,1,-1
387,4,-1,1,1,-1
388,3,-1,-1,1,1
389,2,-1,1,1,-1
390,3,-1,1,1,-1
391,3,-1,1,1,1
392,-1,-1,1,1,1
393,4,1,1,1,-1
394,-1,-1,1,1,1
395,2,1,1,1,-1
396,1,-1,1,1,1
397,3,1,1,1,1
398,3,-1,-1,1,1
399,2,-1,1,1,-1
400,5,-1,1,-1,-1
401,4,-1,-1,1,1
402,3,-1,1,1,1
403,3,1,1,1,-1
404,3,-1,1,1,1
405,4,-1,1,1,1
406,4,-1,1,1,1
407,3,-1,-1,1,1
408,4,1,1,1,-1
409,4,-1,-1,1,1
410,5,1,1,-1,-1
411,5,-1,1,-1,-1
412,3,-1,1,1,-1
413,-1,-1,-1,1,1
414,5,-1,1,-1,-1
415,5,-1,1,-1,-1
416,1,-1,1,1,-1
417,3,-1,1,1,-1
418,3,-1,1,1,-1
419,1,-1,1,1,1
420,3,-1,1,1,-1
421,3,1,1,1,-1
422,2,-1,1,1,-1
423,-1,-1,-1,1,1
424,-1,-1,1,1,1
425,4,-1,-1,1,1
426,2,1,1,1,-1
427,1,1,1,1,-1
428,5,1,1,-1,-1
429,2,1,1,1,-1
430,3,1,1,1,-1
431,5,1,1,-1,-1
432,1,-1,1,1,1
433,1,1,1,1,-1
434,3,-1,-1,1,1
435,3,-1,-1,1,1
436,-1,-1,-1,1,1
437,4,-1,-1,1,1
438,1,-1,1,1,1
439,1,-1,-1,1,1
440,3,-1,1,1,-1
441,3,-1,1,1,-1
442,1,1,1,1,-1
443,0,-1,1,-1,-1
444,3,-1,1,1,1
445,4,-1,1,1,-1
446,1,1,1,1,-1
447,1,-1,1,1,1
448,-1,-1,-1,-1,1
449,3,1,1,1,-1
450,-1,-1,1,-1,1
451,3,-1,-1,1,1
452,3,-1,1,-1,1
453,-1,-1,1,1,1
454,5,1,1,-1,-1
455,-1,-1,1,1,1
456,1,-1,1,1,1
457,4,-1,1,1,1
458,-1,-1,1,1,1
459,1,1,1,1,-1
460,1,1,1,1,-1
461,4,-1,-1,1,1
462,5,1,1,-1,-1
463,-1,-1,1,1,1
464,-1,-1,1,1,1
465,3,1,1,1,-1
466,1,-1,1,-1,1
467,3,-1,-1,-1,1
468,2,1,1,1,-1
469,1,-1,1,-1,1
470,1,1,1,1,-1
471,4,-1,1,1,-1
472,3,-1,-1,1,1
473,2,-1,1,1,-1
474,3,-1,1,1,-1
475,4,-1,1,1,-1
476,2,1,1,1,-1
477,3,-1,-1,1,1
478,2,-1,1,1,-1
479,4,-1,-1,1,1
480,1,-1,1,1,-1
481,2,1,1,1,-1
482,4,-1,1,-1,1
483,2,1,1,1,-1
484,5,1,1,-1,-1
485,1,-1,1,1,1
486,4,-1,-1,1,1
487,5,-1,1,-1,-1
488,-1,-1,1,1,1
489,4,-1,1,1,-1
490,-1,1,-1,-1,1
491,5,1,1,-1,-1
492,2,-1,1,1,-1
493,0,-1,1,-1,-1
494,4,-1,1,1,-1
495,3,1,1,1,-1
496,2,-1,1,1,-1
497,2,-1,1,1,-1
498,5,-1,1,-1,-1
499,3,-1,1,1,1
500,1,-1,1,1,-1
501,5,-1,1,-1,-1
502,1,1,1,1,-1
503,3,-1,1,1,1
504,4,1,1,1,-1
505,-1,-1,1,1,1
506,3,1,1,1,-1
507,4,1,1,1,-1
508,-1,-1,-1,1,1
509,-1,-1,1,1,1
510,-1,-1,1,1,1
511,3,-1,1,1,1
512,4,-1,1,1,1
513,5,1,1,-1,-1
514,3,-1,1,1,-1
515,-1,-1,-1,1,1
516,3,-1,1,1,-1
517,5,-1,1,-1,-1
518,1,1,1,1,-1
519,-1,-1,1,1,1
520,1,-1,1,1,1
521,1,-1,1,1,-1
522,1,1,1,1,-1
523,-1,-1,-1,1,1
524,3,-1,1,1,-1
525,-1,-1,-1,1,1
526,3,-1,1,1,1
527,3,1,-1,1,1
528,-1,-1,-1,1,1
529,1,-1,1,1,-1
530,1,-1,1,1,-1
531,2,1,1,1,-1
532,5,1,1,-1,-1
533,1,-1,1,1,1
534,2,-1,1,1,-1
535,4,-1,1,1,1
536,1,-1,1,1,1
537,3,-1,1,1,1
538,4,-1,1,1,1
539,-1,-1,-1,1,1
540,4,-1,-1,1,1
541,1,1,1,1,-1
542,3,-1,1,1,-1
543,1,1,1,1,-1
544,1,-1,1,1,1
545,3,-1,1,1,1
546,1,-1,-1,1,1
547,4,-1,1,1,1
548,3,1,1,1,-1
549,1,-1,1,1,1
550,4,-1,1,1,1
551,-1,-1,1,1,1
552,-1,-1,1,1,1
553,4,-1,-1,1,1
554,2,-1,1,1,-1
555,2,1,1,1,-1
556,2,-1,1,1,-1
557,-1,-1,1,-1,1
558,1,-1,1,1,1
559,-1,-1,1,1,1
560,1,-1,1,1,-1
561,-1,-1,-1,-1,1
562,1,-1,1,1,1
563,4,-1,1,1,1
564,4,-1,1,1,1
565,4,1,-1,1,1
566,1,1,1,1,-1
567,1,-1,1,1,-1
568,2,1,1,1,-1
569,4,-1,-1,1,1
570,4,-1,-1,1,1
571,3,-1,1,-1,1
572,-1,-1,1,-1,1
573,3,1,1,1,-1
574,5,-1,1,-1,-1
575,1,-1,1,1,1
576,5,-1,1,-1,-1
577,3,-1,-1,1,1
578,-1,-1,1,1,1
579,4,-1,1,1,1
580,3,1,1,1,-1
581,1,-1,1,1,-1
582,4,-1,1,1,-1
583,-1,-1,1,-1,1
584,2,-1,1,1,-1
585,4,1,1,1,-1
586,4,-1,1,1,1
587,2,-1,1,1,-1
588,5,-1,1,-1,-1
589,2,-1,1,1,-1
590,4,-1,-1,1,1
591,3,-1,1,1,-1
592,4,-1,1,1,1
593,4,-1,-1,1,1
594,1,1,1,1,-1
595,5,1,1,-1,-1
596,4,-1,1,1,-1
597,-1,-1,1,1,1
598,3,1,1,1,-1
599,5,-1,1,-1,-1
600,5,-1,1,-1,-1
601,3,-1,1,1,-1
602,3,-1,1,1,1
603,3,1,-1,1,1
604,1,-1,1,-1,1
605,5,1,1,-1,-1
606,4,-1,-1,1,1
607,4,-1,1,1,1
608,3,-1,1,1,-1
609,1,-1,-1,1,1
610,2,-1,1,1,-1
611,1,-1,1,1,1
612,2,1,1,1,-1
613,3,1,-1,1,1
614,4,-1,1,1,-1
615,1,1,1,1,-1
616,2,1,1,1,-1
617,1,1,1,1,-1
618,2,1,1,1,-1
619,3,-1,-1,1,1
620,-1,-1,-1,-1,1
621,4,-1,1,1,1
622,2,-1,1,1,-1
623,4,-1,1,1,1
624,-1,-1,1,1,1
625,-1,-1,-1,1,1
626,5,1,1,-1,-1
627,1,-1,1,1,-1
628,1,-1,1,1,-1
629,1,-1,1,-1,1
630,5,-1,1,-1,-1
631,3,1,1,-1,1
632,1,-1,1,1,-1
633,1,1,1,1,-1
634,5,1,1,-1,-1
635,4,-1,1,1,1
636,1,-1,1,1,-1
637,3,-1,1,1,-1
638,0,-1,-1,-1,1
639,3,-1,1,1,-1
640,1,1,1,1,-1
641,-1,-1,-1,1,1
642,-1,-1,1,-1,1
643,-1,-1,1,1,1
644,-1,-1,-1,1,1
645,1,1,1,1,-1
646,5,1,1,-1,-1
647,3,-1,-1,1,1
648,2,-1,1,1,-1
649,2,1,1,1,-1
650,4,-1,1,1,-1
651,3,1,1,1,-1
652,1,1,1,1,-1
653,1,1,1,1,-1
654,3,-1,1,1,-1
655,1,-1,1,1,1
656,4,-1,-1,1,1
657,3,-1,1,1,1
658,1,1,1,1,-1
659,3,-1,1,1,1
660,2,-1,1,1,-1
661,4,-1,-1,1,1
662,3,-1,1,1,-1
663,5,1,-1,-1,1
664,3,-1,-1,1,1
665,5,1,1,-1,-1
666,5,1,1,-1,-1
667,0,-1,-1,-1,1
668,2,1,1,1,-1
669,3,-1,1,1,-1
670,4,-1,1,1,-1
671,3,-1,1,1,1
672,1,-1,1,1,-1
673,4,-1,1,1,-1
674,5,1,1,-1,-1
675,1,1,1,1,-1
676,3,-1,1,1,1
677,3,-1,1,1,1
678,5,-1,1,-1,-1
679,-1,-1,1,1,1
680,5,-1,-1,-1,1
681,1,-1,1,1,-1
682,2,-1,1,1,-1
683,2,1,1,1,-1
684,3,1,1,1,-1
685,-1,-1,-1,1,1
686,1,-1,1,1,1
687,5,-1,1,-1,-1
688,2,1,1,1,-1
689,-1,-1,-1,1,1
690,1,-1,1,-1,1
691,1,-1,-1,1,1
692,4,-1,-1,1,1
693,1,-1,1,1,1
694,2,-1,1,1,-1
695,1,1,1,1,-1
696,3,-1,-1,1,1
697,-1,-1,1,1,1
698,4,-1,1,1,-1
699,3,1,1,1,-1
700,2,-1,1,1,-1
701,4,-1,-1,1,1
702,4,-1,1,1,1
703,3,1,1,1,-1
704,-1,-1,1,1,1
705,4,-1,1,1,-1
706,-1,1,1,1,1
707,1,-1,1,1,1
708,0,-1,-1,-1,1
709,1,1,1,1,-1
710,1,-1,1,1,-1
711,5,-1,1,-1,-1
712,-1,-1,-1,1,1
713,1,-1,-1,1,1
714,4,1,1,1,-1
715,4,-1,1,1,-1
716,-1,-1,1,1,1
717,5,-1,-1,-1,1
718,1,-1,1,1,-1
719,-1,-1,1,1,1
720,0,1,-1,1,1
721,1,1,1,1,-1
722,3,-1,1,1,-1
723,1,-1,1,1,-1
724,1,-1,1,1,-1
725,1,-1,1,1,-1
726,4,-1,-1,1,1
727,1,1,1,1,-1
728,1,-1,-1,1,1
729,1,1,1,1,-1
730,1,-1,1,1,-1
731,1,1,1,1,-1
732,-1,-1,-1,1,1
733,3,-1,1,1,1
734,1,-1,1,1,1
735,3,-1,1,1,1
736,-1,-1,-1,1,1
737,2,1,1,1,-1
738,4,-1,-1,1,1
739,-1,-1,-1,1,1
740,1,-1,1,1,-1
741,2,-1,1,1,-1
742,4,-1,-1,1,1
743,1,1,1,1,-1
744,-1,-1,1,1,1
745,5,1,1,-1,-1
746,3,-1,1,1,1
747,5,-1,1,-1,-1
748,4,1,-1,1,1
749,5,-1,1,-1,-1
750,3,1,1,1,-1
751,3,-1,-1,1,1
752,4,-1,-1,1,1
753,-1,-1,1,1,1
754,1,1,1,1,-1
755,-1,-1,-1,1,1
756,1,1,1,1,-1
757,1,-1,1,1,1
758,5,1,1,-1,-1
759,-1,-1,-1,1,1
760,3,-1,1,1,1
761,-1,-1,1,-1,1
762,4,-1,1,1,1
763,2,-1,1,1,-1
764,5,1,1,-1,-1
765,1,1,1,1,-1
766,1,1,1,1,-1
767,3,-1,1,1,-1
768,4,-1,1,1,1
769,4,-1,-1,1,1
770,4,1,1,1,-1
771,4,-1,1,1,1
772,3,-1,1,1,-1
773,3,-1,1,1,-1
774,1,1,1,1,-1
775,1,-1,1,1,-1
776,1,1,1,1,-1
777,3,1,1,1,-1
778,1,-1,1,1,-1
779,-1,-1,1,-1,1
780,2,1,1,1,-1
781,1,-1,1,1,-1
782,3,-1,-1,1,1
783,1,-1,-1,-1,1
784,5,1,1,-1,-1
785,1,-1,1,1,-1
786,-1,1,-1,1,1
787,1,1,1,1,-1
788,3,1,1,1,-1
789,5,-1,1,-1,-1
790,4,-1,1,1,1
791,1,1,1,1,-1
792,3,-1,1,1,-1
793,1,-1,1,1,-1
794,0,-1,1,-1,-1
795,4,-1,1,1,1
796,0,-1,-1,1,1
797,2,-1,1,1,-1
798,1,1,1,1,-1
799,2,1,1,1,-1
800,4,-1,1,1,-1
801,1,-1,-1,1,1
802,4,-1,1,1,-1
803,2,-1,1,1,-1
804,3,-1,1,1,1
805,1,1,1,1,-1
806,3,-1,1,1,1
807,1,1,1,1,-1
808,2,-1,1,1,-1
809,3,1,1,1,-1
810,1,1,1,1,-1
811,4,-1,1,1,1
812,1,1,1,1,-1
813,-1,-1,1,1,1
814,3,-1,-1,1,1
815,2,-1,1,1,-1
816,-1,-1,-1,1,1
817,4,1,1,1,-1
818,1,-1,-1,-1,1
819,5,-1,1,-1,-1
820,2,1,1,1,-1
821,0,1,1,-1,-1
822,4,-1,-1,1,1
823,4,1,1,-1,1
824,-1,-1,-1,1,1
825,5,1,1,-1,-1
826,2,1,1,1,-1
827,3,-1,-1,1,1
828,5,-1,1,-1,-1
829,5,1,1,-1,-1
830,4,-1,-1,1,1
831,4,1,1,1,-1
832,5,-1,1,-1,-1
833,-1,-1,1,-1,1
834,5,1,1,-1,-1
835,0,-1,1,1,1
836,4,-1,-1,1,1
837,3,1,1,1,-1
838,3,-1,1,1,-1
839,2,1,1,1,-1
840,2,1,1,1,-1
841,2,-1,1,1,-1
842,3,-1,1,1,-1
843,4,-1,-1,1,1
844,-1,-1,-1,1,1
845,1,-1,1,1,1
846,3,-1,1,1,-1
847,-1,-1,-1,-1,1
848,4,-1,1,1,1
849,1,1,1,1,-1
850,-1,-1,1,1,1
851,1,-1,1,1,1
852,-1,1,1,-1,1
853,2,-1,1,1,-1
854,4,-1,-1,1,1
855,3,1,1,1,-1
856,-1,-1,-1,1,1
857,1,-1,-1,1,1
858,3,-1,1,1,1
859,5,1,1,-1,-1
860,1,1,1,1,-1
861,-1,-1,-1,1,1
862,4,-1,-1,1,1
863,4,1,1,1,-1
864,4,-1,1,1,-1
865,2,-1,1,1,-1
866,4,-1,1,1,-1
867,5,-1,1,-1,-1
868,1,-1,1,-1,1
869,5,1,1,-1,-1
870,4,-1,1,1,-1
871,4,-1,1,1,1
872,-1,-1,1,-1,1
873,-1,-1,1,1,1
874,4,-1,1,1,-1
875,4,-1,1,1,-1
876,2,1,1,1,-1
877,3,1,1,1,-1
878,1,-1,1,1,-1
879,4,-1,1,1,1
880,3,-1,1,1,-1
881,3,-1,1,1,-1
882,1,1,1,1,-1
883,3,-1,1,1,-1
884,1,1,1,1,-1
885,1,-1,-1,1,1
886,3,-1,1,1,1
887,-1,-1,-1,1,1
888,-1,-1,-1,1,1
889,5,1,1,-1,-1
890,5,-1,1,-1,-1
891,3,-1,-1,1,1
892,-1,-1,-1,1,1
893,-1,1,-1,-1,1
894,4,1,1,1,-1
895,2,-1,1,1,-1
896,2,-1,1,1,-1
897,1,-1,1,1,-1
898,-1,-1,1,1,1
899,-1,-1,1,-1,1
900,1,1,1,1,-1
901,0,-1,-1,-1,1
902,4,-1,1,1,1
903,2,1,1,1,-1
904,5,-1,1,-1,-1
905,4,-1,1,-1,1
906,1,-1,1,-1,1
907,2,-1,1,1,-1
908,2,1,1,1,-1
909,3,-1,1,1,-1
910,3,1,1,1,-1
911,5,-1,1,-1,-1
912,3,1,1,1,-1
913,3,-1,1,1,-1
914,1,-1,1,1,-1
915,3,-1,1,-1,1
916,3,-1,1,1,1
917,1,1,1,1,-1
918,3,-1,1,1,-1
919,1,-1,1,1,-1
920,2,1,1,1,-1
921,-1,-1,1,1,1
922,4,-1,-1,1,1
923,1,-1,1,1,-1
924,2,1,1,1,-1
925,3,-1,-1,1,1
926,5,1,1,-1,-1
927,4,-1,1,1,1
928,5,1,1,-1,-1
929,-1,-1,1,1,1
930,2,-1,1,1,-1
931,1,-1,1,1,-1
932,3,1,1,1,-1
933,-1,-1,-1,1,1
934,2,-1,1,1,-1
935,-1,-1,-1,1,1
936,1,-1,1,1,-1
937,4,1,1,1,-1
938,5,1,1,-1,-1
939,3,-1,1,1,-1
940,1,-1,1,1,-1
941,3,-1,1,1,-1
942,-1,-1,1,-1,1
943,4,-1,1,-1,1
944,-1,-1,1,1,1
945,3,1,1,1,-1
946,1,-1,1,1,-1
947,1,-1,1,1,1
948,1,1,1,1,-1
949,1,-1,1,1,-1
950,3,-1,-1,1,1
951,5,1,-1,-1,1
952,-1,-1,-1,1,1
953,4,-1,-1,1,1
954,2,1,1,1,-1
955,2,-1,1,1,-1
956,4,-1,1,1,1
957,-1,-1,-1,1,1
958,4,-1,-1,1,1
959,2,1,1,1,-1
960,-1,-1,-1,1,1
961,1,-1,1,-1,1
962,5,1,1,-1,-1
963,-1,-1,-1,1,1
964,2,1,1,1,-1
965,2,1,1,1,-1
966,2,1,1,1,-1
967,1,-1,1,1,1
968,1,-1,1,1,-1
969,4,1,-1,1,1
970,4,-1,1,1,1
971,-1,-1,-1,1,1
972,3,1,1,1,-1
973,-1,-1,1,1,1
974,1,-1,1,1,-1
975,-1,-1,-1,1,1
976,4,1,1,1,-1
977,4,1,1,1,-1
978,2,-1,1,1,-1
979,3,-1,1,-1,1
980,3,-1,1,1,1
981,4,-1,-1,-1,1
982,1,-1,1,1,-1
983,4,1,1,1,-1
984,3,-1,-1,1,1
985,5,-1,1,-1,-1
986,5,-1,1,-1,-1
987,4,1,1,1,-1
988,1,1,1,1,-1
989,5,-1,1,-1,-1
990,3,-1,-1,1,1
991,5,-1,1,-1,-1
992,1,-1,1,1,-1
993,5,1,1,-1,-1
994,3,-1,1,1,1
995,4,-1,1,1,1
996,3,1,1,1,-1
997,3,1,1,1,-1
998,-1,-1,1,-1,1
999,3,-1,-1,1,1
1000,3,-1,-1,1,1
1001,1,1,1,1,-1
1002,4,-1,1,1,1
1003,3,1,1,1,-1
1004,3,1,1,1,-1
1005,4,1,1,1,1
1006,4,-1,1,1,1
1007,2,1,1,1,-1
1008,1,1,1,1,-1
1009,-1,-1,-1,-1,1
1010,-1,-1,-1,1,1
1011,3,1,1,1,-1
