,0,1,2,3,4
164,4,-1,-1,1,1
165,5,-1,1,-1,-1
166,1,-1,1,1,-1
167,4,1,1,1,-1
168,-1,-1,1,-1,1
169,4,-1,1,1,1
170,4,1,1,1,-1
171,5,-1,1,-1,-1
172,-1,-1,-1,-1,1
173,-1,1,1,1,1
174,-1,-1,-1,1,1
175,3,-1,1,1,1
176,5,-1,1,-1,-1
177,2,1,1,1,-1
178,1,-1,1,1,-1
179,4,-1,1,1,1
180,2,1,1,1,-1
181,3,-1,1,1,1
182,2,-1,1,1,-1
183,4,-1,1,1,1
184,-1,-1,-1,1,1
185,4,1,1,1,-1
186,1,-1,1,1,-1
187,-1,-1,1,1,1
188,4,-1,-1,1,1
189,-1,-1,1,1,1
190,4,-1,1,1,1
191,1,-1,1,1,-1
192,1,-1,1,1,-1
193,1,1,1,1,-1
194,5,-1,1,-1,-1
195,2,1,1,1,-1
196,1,-1,1,1,1
197,3,1,1,1,-1
198,-1,-1,-1,-1,1
199,3,1,1,1,-1
200,5,1,1,-1,-1
201,-1,-1,-1,1,1
202,-1,-1,-1,1,1
203,0,-1,-1,1,1
204,-1,-1,1,1,1
205,1,-1,1,1,-1
206,3,-1,1,1,1
207,1,-1,1,1,-1
208,5,-1,1,-1,-1
209,3,1,1,1,-1
210,4,-1,1,1,1
211,1,1,1,1,-1
212,1,1,1,1,-1
213,4,-1,1,1,1
214,1,1,1,1,-1
215,3,1,1,1,-1
216,4,-1,1,1,-1
217,0,-1,1,-1,-1
218,3,-1,1,1,-1
219,1,1,1,1,-1
220,4,-1,-1,1,1
221,1,1,-1,1,1
222,4,-1,1,1,1
223,-1,-1,-1,-1,1
224,1,-1,1,1,-1
225,2,-1,1,1,-1
226,4,-1,-1,1,1
227,3,-1,-1,1,1
228,4,-1,1,-1,1
229,4,1,1,1,-1
230,1,-1,1,1,1
231,1,-1,1,1,-1
232,-1,-1,-1,1,1
233,3,-1,-1,1,1
234,4,1,1,1,-1
235,1,-1,1,1,-1
236,3,-1,1,1,1
237,1,-1,1,1,-1
238,1,-1,-1,1,1
239,3,-1,1,1,-1
240,-1,-1,1,1,1
241,4,1,1,1,-1
242,1,-1,-1,1,1
243,2,-1,1,1,-1
244,1,-1,1,1,-1
245,4,-1,1,1,1
246,1,1,1,1,-1
247,1,-1,1,1,1
248,3,-1,1,1,-1
249,5,-1,1,-1,-1
250,-1,-1,1,-1,1
251,4,-1,1,1,-1
252,1,-1,-1,1,1
253,0,-1,1,-1,1
254,3,-1,-1,1,1
255,-1,-1,-1,1,1
256,2,-1,1,1,-1
257,3,-1,-1,1,1
258,-1,-1,-1,1,1
259,5,1,1,-1,-1
260,4,-1,1,1,1
261,-1,-1,-1,-1,1
262,2,-1,1,1,-1
263,0,-1,-1,-1,1
264,4,-1,-1,1,1
265,5,-1,1,-1,1
266,4,-1,1,1,1
267,4,-1,1,1,-1
268,1,-1,1,1,1
269,4,-1,1,1,-1
270,3,-1,-1,1,1
271,2,1,1,1,-1
272,1,-1,1,1,-1
273,5,1,1,-1,-1
274,2,-1,1,1,-1
275,4,-1,-1,1,1
276,4,-1,1,1,-1
277,4,-1,-1,1,1
278,3,-1,1,-1,1
279,1,-1,1,1,-1
280,5,-1,1,-1,-1
281,4,-1,-1,1,1
282,1,1,1,1,-1
283,5,-1,-1,1,1
284,1,-1,1,1,-1
285,2,1,1,1,-1
286,2,-1,1,1,-1
287,3,-1,1,1,-1
288,-1,-1,1,1,1
289,2,-1,1,1,-1
290,3,-1,1,1,-1
291,2,-1,1,1,-1
292,4,-1,-1,1,1
293,1,-1,1,1,1
294,2,1,1,1,-1
295,4,-1,1,-1,1
296,5,-1,1,-1,-1
297,4,-1,1,-1,1
298,4,-1,1,1,1
299,-1,-1,-1,-1,1
300,-1,-1,1,1,1
301,5,-1,1,-1,-1
302,5,-1,1,-1,-1
303,3,-1,1,-1,1
304,1,-1,1,1,-1
305,-1,-1,-1,1,1
306,2,1,1,1,-1
307,-1,-1,1,1,1
308,3,1,1,1,-1
309,1,1,1,1,-1
310,1,-1,-1,1,1
311,4,-1,1,-1,1
312,3,1,1,1,-1
313,3,-1,-1,1,1
314,4,1,1,1,1
315,3,-1,1,1,-1
316,4,1,1,1,-1
317,3,-1,1,1,-1
318,1,-1,1,1,-1
319,-1,-1,1,1,1
320,1,-1,1,1,-1
321,4,-1,1,1,1
322,4,-1,-1,1,1
323,3,-1,1,1,-1
324,3,-1,1,1,-1
325,3,-1,1,1,1
326,1,-1,1,1,1
327,0,-1,-1,1,1
328,4,-1,-1,1,1
329,4,-1,1,1,-1
330,4,-1,-1,1,1
331,1,1,1,1,-1
332,-1,-1,1,-1,1
333,3,-1,-1,1,1
334,3,1,1,1,-1
335,5,-1,1,-1,-1
336,-1,-1,1,1,1
337,4,-1,-1,1,1
338,3,-1,1,1,1
339,4,-1,1,1,-1
340,3,-1,1,1,1
341,4,-1,1,1,-1
342,-1,-1,-1,-1,1
343,1,-1,1,1,1
344,5,-1,1,-1,-1
345,5,1,1,-1,-1
346,1,1,1,1,-1
347,4,-1,1,1,1
348,3,-1,-1,1,1
349,2,1,1,1,-1
350,4,-1,-1,1,1
351,1,-1,-1,1,1
352,5,1,1,-1,-1
353,3,-1,1,1,1
354,4,-1,-1,1,1
355,5,1,1,-1,-1
356,4,1,1,1,-1
357,3,-1,1,1,1
358,1,-1,1,-1,1
359,3,1,1,1,-1
360,1,1,1,1,-1
361,3,-1,1,-1,1
362,3,1,1,1,-1
363,1,-1,1,1,-1
364,1,-1,1,1,-1
365,3,-1,1,1,-1
366,3,-1,1,1,-1
367,-1,-1,-1,1,1
368,5,-1,1,-1,1
369,-1,-1,1,1,1
370,3,-1,1,1,-1
371,2,-1,1,1,-1
372,5,1,1,-1,-1
373,3,-1,1,1,1
374,1,1,1,1,-1
375,5,-1,1,-1,-1
376,-1,-1,-1,1,1
377,3,1,1,1,-1
378,3,-1,-1,1,1
379,3,-1,1,1,1
380,4,1,1,1,-1
381,-1,-1,1,-1,1
382,3,-1,1,1,-1
383,1,-1,1,1,-1
384,3,-1,1,-1,1
385,4,-1,1,1,1
386,1,-1,1,1,-1
387,2,1,1,1,-1
388,-1,-1,-1,1,1
389,3,-1,-1,-1,1
390,2,1,1,1,-1
391,1,-1,-1,1,1
392,-1,-1,-1,1,1
393,-1,-1,1,1,1
394,2,1,1,1,-1
395,4,-1,1,1,-1
396,3,-1,-1,1,1
397,2,-1,1,1,-1
398,3,-1,1,1,-1
399,3,-1,1,1,1
400,-1,-1,1,1,1
401,4,1,1,1,-1
402,-1,-1,1,1,1
403,2,1,1,1,-1
404,1,-1,1,1,1
405,3,1,1,1,1
406,3,-1,-1,1,1
407,2,-1,1,1,-1
408,5,-1,1,-1,-1
409,4,-1,-1,1,1
410,3,-1,1,1,1
411,3,1,1,1,-1
412,3,-1,1,1,1
413,4,-1,1,1,1
414,4,-1,1,1,1
415,3,-1,-1,1,1
416,4,1,1,1,-1
417,4,-1,-1,1,1
418,5,1,1,-1,-1
419,3,-1,1,1,-1
420,-1,-1,-1,1,1
421,5,-1,1,-1,-1
422,5,-1,1,-1,-1
423,1,-1,1,1,-1
424,3,-1,1,1,-1
425,3,-1,1,1,-1
426,1,-1,1,1,1
427,3,-1,1,1,-1
428,3,1,1,1,-1
429,2,-1,1,1,-1
430,-1,-1,-1,1,1
431,-1,-1,1,1,1
432,4,-1,-1,1,1
433,2,1,1,1,-1
434,1,1,1,1,-1
435,5,1,1,-1,-1
436,2,1,1,1,-1
437,3,1,1,1,-1
438,5,1,1,-1,-1
439,1,-1,1,1,1
440,1,1,1,1,-1
441,3,-1,-1,1,1
442,3,1,1,1,-1
443,3,-1,-1,1,1
444,-1,-1,-1,1,1
445,4,-1,-1,1,1
446,1,-1,1,1,1
447,1,-1,-1,1,1
448,3,-1,1,1,-1
449,3,-1,1,1,-1
450,1,1,1,1,-1
451,0,-1,1,-1,-1
452,3,-1,1,1,1
453,4,-1,1,1,-1
454,1,1,1,1,-1
455,1,-1,1,1,1
456,-1,-1,-1,-1,1
457,3,1,1,1,-1
458,-1,-1,1,-1,1
459,3,-1,-1,1,1
460,3,-1,1,-1,1
461,-1,-1,1,1,1
462,5,1,1,-1,-1
463,-1,-1,1,1,1
464,1,-1,1,1,1
465,4,-1,1,1,1
466,-1,-1,1,1,1
467,1,1,1,1,-1
468,1,1,1,1,-1
469,4,-1,-1,1,1
470,5,1,1,-1,-1
471,-1,-1,1,1,1
472,-1,-1,1,1,1
473,3,1,1,1,-1
474,1,-1,1,-1,1
475,3,-1,-1,-1,1
476,2,1,1,1,-1
477,1,-1,1,-1,1
478,1,1,1,1,-1
479,4,-1,1,1,-1
480,3,-1,-1,1,1
481,1,1,1,1,-1
482,2,-1,1,1,-1
483,3,-1,1,1,-1
484,4,-1,1,1,-1
485,2,1,1,1,-1
486,3,-1,-1,1,1
487,2,-1,1,1,-1
488,4,-1,-1,1,1
489,2,1,1,1,-1
490,4,-1,1,-1,1
491,2,1,1,1,-1
492,5,1,1,-1,-1
493,1,-1,1,1,1
494,4,-1,-1,1,1
495,5,-1,1,-1,-1
496,-1,-1,1,1,1
497,4,-1,1,1,-1
498,-1,1,-1,-1,1
499,5,1,1,-1,-1
500,2,-1,1,1,-1
501,0,-1,1,-1,-1
502,4,-1,1,1,-1
503,3,1,1,1,-1
504,2,-1,1,1,-1
505,2,-1,1,1,-1
506,5,-1,1,-1,-1
507,3,-1,1,1,1
508,1,-1,1,1,-1
509,5,-1,1,-1,-1
510,1,1,1,1,-1
511,3,-1,1,1,1
512,4,1,1,1,-1
513,-1,-1,1,1,1
514,3,1,1,1,-1
515,4,1,1,1,-1
516,-1,-1,-1,1,1
517,-1,-1,1,1,1
518,-1,-1,1,1,1
519,3,-1,1,1,1
520,4,-1,1,1,1
521,5,1,1,-1,-1
522,3,-1,1,1,-1
523,-1,-1,-1,1,1
524,3,-1,1,1,-1
525,-1,-1,1,-1,1
526,5,-1,1,-1,-1
527,1,1,1,1,-1
528,-1,-1,1,1,1
529,1,-1,1,1,1
530,1,-1,1,1,-1
531,1,1,1,1,-1
532,-1,-1,-1,1,1
533,3,-1,1,1,-1
534,-1,-1,-1,1,1
535,3,-1,1,1,1
536,3,1,-1,1,1
537,-1,-1,-1,1,1
538,1,-1,1,1,-1
539,1,-1,1,1,-1
540,5,1,1,-1,-1
541,1,-1,1,1,1
542,2,-1,1,1,-1
543,4,-1,1,1,1
544,1,-1,1,1,1
545,3,-1,1,1,1
546,4,-1,1,1,1
547,-1,-1,-1,1,1
548,4,-1,-1,1,1
549,1,1,1,1,-1
550,3,-1,1,1,-1
551,1,1,1,1,-1
552,1,-1,1,1,1
553,3,-1,1,1,1
554,1,-1,-1,1,1
555,1,-1,1,1,-1
556,4,-1,1,1,1
557,3,1,1,1,-1
558,1,-1,1,1,1
559,4,-1,1,1,1
560,-1,-1,1,1,1
561,-1,-1,1,1,1
562,4,-1,-1,1,1
563,2,-1,1,1,-1
564,2,1,1,1,-1
565,2,-1,1,1,-1
566,-1,-1,1,-1,1
567,1,-1,1,1,1
568,-1,-1,1,1,1
569,1,-1,1,1,-1
570,-1,-1,-1,-1,1
571,1,-1,1,1,1
572,4,-1,1,1,1
573,4,-1,1,1,1
574,4,1,-1,1,1
575,1,1,1,1,-1
576,1,-1,1,1,-1
577,2,1,1,1,-1
578,4,-1,-1,1,1
579,4,-1,-1,1,1
580,3,-1,1,-1,1
581,-1,-1,1,-1,1
582,3,1,1,1,-1
583,5,-1,1,-1,-1
584,1,-1,1,1,1
585,5,-1,1,-1,-1
586,3,-1,-1,1,1
587,-1,-1,1,1,1
588,4,-1,1,1,1
589,3,1,1,1,-1
590,1,-1,1,1,-1
591,4,-1,1,1,-1
592,-1,-1,1,-1,1
593,2,-1,1,1,-1
594,4,1,1,1,-1
595,4,-1,1,1,1
596,2,-1,1,1,-1
597,5,-1,1,-1,-1
598,2,-1,1,1,-1
599,4,-1,-1,1,1
600,3,-1,1,1,-1
601,4,-1,1,1,1
602,4,-1,-1,1,1
603,1,1,1,1,-1
604,5,1,1,-1,-1
605,4,-1,1,1,-1
606,-1,-1,1,1,1
607,3,1,1,1,-1
608,5,-1,1,-1,-1
609,5,-1,1,-1,-1
610,3,-1,1,1,-1
611,3,-1,1,1,1
612,3,1,-1,1,1
613,1,-1,1,-1,1
614,5,1,1,-1,-1
615,4,-1,-1,1,1
616,4,-1,1,1,1
617,3,-1,1,1,-1
618,1,-1,-1,1,1
619,2,-1,1,1,-1
620,1,-1,1,1,1
621,2,1,1,1,-1
622,3,1,-1,1,1
623,4,-1,1,1,-1
624,1,1,1,1,-1
625,2,1,1,1,-1
626,1,1,1,1,-1
627,2,1,1,1,-1
628,3,-1,-1,1,1
629,-1,-1,-1,-1,1
630,4,-1,1,1,1
631,2,-1,1,1,-1
632,4,-1,1,1,1
633,-1,-1,1,1,1
634,-1,-1,-1,1,1
635,5,1,1,-1,-1
636,1,-1,1,1,-1
637,1,-1,1,1,-1
638,1,-1,1,-1,1
639,5,-1,1,-1,-1
640,3,1,1,-1,1
641,1,-1,1,1,-1
642,1,-1,1,1,-1
643,1,1,1,1,-1
644,5,1,1,-1,-1
645,4,-1,1,1,1
646,1,-1,1,1,-1
647,3,-1,1,1,-1
648,0,-1,-1,-1,1
649,3,-1,1,1,-1
650,1,1,1,1,-1
651,-1,-1,-1,1,1
652,-1,-1,1,-1,1
653,3,-1,1,1,-1
654,-1,-1,1,1,1
655,-1,-1,-1,1,1
656,1,1,1,1,-1
657,5,1,1,-1,-1
658,3,-1,-1,1,1
659,2,-1,1,1,-1
660,2,1,1,1,-1
661,4,-1,1,1,-1
662,3,1,1,1,-1
663,1,1,1,1,-1
664,1,1,1,1,-1
665,3,-1,1,1,-1
666,1,-1,1,1,1
667,4,-1,-1,1,1
668,3,-1,1,1,1
669,1,1,1,1,-1
670,3,-1,1,1,1
671,2,-1,1,1,-1
672,4,-1,-1,1,1
673,3,-1,1,1,-1
674,5,1,-1,-1,1
675,3,-1,-1,1,1
676,5,1,1,-1,-1
677,5,1,1,-1,-1
678,0,-1,-1,-1,1
679,2,1,1,1,-1
680,3,-1,1,1,-1
681,4,-1,1,1,-1
682,3,-1,1,1,1
683,1,-1,1,1,-1
684,4,-1,1,1,-1
685,5,1,1,-1,-1
686,1,1,1,1,-1
687,3,-1,1,1,1
688,3,-1,1,1,1
689,5,-1,1,-1,-1
690,-1,-1,1,1,1
691,5,-1,-1,-1,1
692,1,-1,1,1,-1
693,2,-1,1,1,-1
694,2,1,1,1,-1
695,3,1,1,1,-1
696,-1,-1,-1,1,1
697,1,-1,1,1,1
698,5,-1,1,-1,-1
699,2,1,1,1,-1
700,-1,-1,-1,1,1
701,1,-1,1,-1,1
702,1,-1,-1,1,1
703,4,-1,-1,1,1
704,1,-1,1,1,1
705,2,-1,1,1,-1
706,4,1,1,1,-1
707,1,1,1,1,-1
708,3,-1,-1,1,1
709,-1,-1,1,1,1
710,4,-1,1,1,-1
711,2,-1,1,1,-1
712,4,-1,-1,1,1
713,4,-1,1,1,1
714,3,1,1,1,-1
715,-1,-1,1,1,1
716,4,-1,1,1,-1
717,-1,1,1,1,1
718,1,-1,1,1,1
719,0,-1,-1,-1,1
720,1,1,1,1,-1
721,1,-1,1,1,-1
722,-1,-1,-1,1,1
723,1,-1,-1,1,1
724,4,1,1,1,-1
725,4,-1,1,1,-1
726,-1,-1,1,1,1
727,5,-1,-1,-1,1
728,1,-1,1,1,-1
729,-1,-1,1,1,1
730,0,1,-1,1,1
731,1,1,1,1,-1
732,3,-1,1,1,-1
733,1,-1,1,1,-1
734,1,-1,1,1,-1
735,4,-1,-1,1,1
736,1,1,1,1,-1
737,1,-1,-1,1,1
738,1,1,1,1,-1
739,1,-1,1,1,-1
740,1,1,1,1,-1
741,-1,-1,-1,1,1
742,3,-1,1,1,1
743,1,-1,1,1,1
744,3,-1,1,1,1
745,-1,-1,-1,1,1
746,2,1,1,1,-1
747,4,-1,-1,1,1
748,-1,-1,-1,1,1
749,2,-1,1,1,-1
750,4,-1,-1,1,1
751,1,1,1,1,-1
752,-1,-1,1,1,1
753,5,1,1,-1,-1
754,3,-1,1,1,1
755,5,-1,1,-1,-1
756,4,1,-1,1,1
757,5,-1,1,-1,-1
758,3,1,1,1,-1
759,3,-1,-1,1,1
760,4,-1,-1,1,1
761,-1,-1,1,1,1
762,-1,-1,-1,1,1
763,1,1,1,1,-1
764,1,-1,1,1,1
765,5,1,1,-1,-1
766,-1,-1,-1,1,1
767,3,-1,1,1,1
768,-1,-1,1,-1,1
769,4,-1,1,1,1
770,2,-1,1,1,-1
771,5,1,1,-1,-1
772,1,1,1,1,-1
773,1,1,1,1,-1
774,3,-1,1,1,-1
775,4,-1,1,1,1
776,4,-1,-1,1,1
777,4,1,1,1,-1
778,4,-1,1,1,1
779,3,-1,1,1,-1
780,3,-1,1,1,-1
781,1,1,1,1,-1
782,1,-1,1,1,-1
783,1,1,1,1,-1
784,3,1,1,1,-1
785,1,-1,1,1,-1
786,-1,-1,1,-1,1
787,2,1,1,1,-1
788,1,-1,1,1,-1
789,3,-1,-1,1,1
790,1,-1,-1,-1,1
791,5,1,1,-1,-1
792,1,-1,1,1,-1
793,-1,1,-1,1,1
794,1,1,1,1,-1
795,3,1,1,1,-1
796,5,-1,1,-1,-1
797,4,-1,1,1,1
798,1,1,1,1,-1
799,3,-1,1,1,-1
800,1,-1,1,1,-1
801,0,-1,1,-1,-1
802,4,-1,1,1,1
803,0,-1,-1,1,1
804,2,-1,1,1,-1
805,1,1,1,1,-1
806,2,1,1,1,-1
807,4,-1,1,1,-1
808,1,-1,-1,1,1
809,5,1,1,-1,-1
810,4,-1,1,1,-1
811,2,-1,1,1,-1
812,3,-1,1,1,1
813,1,1,1,1,-1
814,3,-1,1,1,1
815,1,1,1,1,-1
816,2,-1,1,1,-1
817,3,1,1,1,-1
818,1,1,1,1,-1
819,4,-1,1,1,1
820,1,1,1,1,-1
821,-1,-1,1,1,1
822,3,-1,-1,1,1
823,2,-1,1,1,-1
824,-1,-1,-1,1,1
825,4,1,1,1,-1
826,1,-1,-1,-1,1
827,5,-1,1,-1,-1
828,2,1,1,1,-1
829,0,1,1,-1,-1
830,4,-1,-1,1,1
831,4,1,1,-1,1
832,-1,-1,-1,1,1
833,5,1,1,-1,-1
834,2,1,1,1,-1
835,3,-1,-1,1,1
836,5,-1,1,-1,-1
837,5,1,1,-1,-1
838,4,-1,-1,1,1
839,4,1,1,1,-1
840,5,-1,1,-1,-1
841,-1,-1,1,-1,1
842,5,1,1,-1,-1
843,0,-1,1,1,1
844,4,-1,-1,1,1
845,3,1,1,1,-1
846,3,-1,1,1,-1
847,2,1,1,1,-1
848,2,1,1,1,-1
849,2,-1,1,1,-1
850,3,-1,1,1,-1
851,4,-1,-1,1,1
852,-1,-1,-1,1,1
853,1,-1,1,1,1
854,3,-1,1,1,-1
855,-1,-1,-1,-1,1
856,4,-1,1,1,1
857,1,1,1,1,-1
858,-1,-1,1,1,1
859,1,-1,1,1,1
860,-1,1,1,-1,1
861,2,-1,1,1,-1
862,4,-1,-1,1,1
863,3,1,1,1,-1
864,-1,-1,-1,1,1
865,1,-1,-1,1,1
866,3,-1,1,1,1
867,5,1,1,-1,-1
868,1,1,1,1,-1
869,-1,-1,-1,1,1
870,4,-1,-1,1,1
871,4,1,1,1,-1
872,4,-1,1,1,-1
873,2,-1,1,1,-1
874,4,-1,1,1,-1
875,5,-1,1,-1,-1
876,1,-1,1,-1,1
877,5,1,1,-1,-1
878,4,-1,1,1,-1
879,4,-1,1,1,1
880,-1,-1,1,-1,1
881,-1,-1,1,1,1
882,4,-1,1,1,-1
883,4,-1,1,1,-1
884,2,1,1,1,-1
885,3,1,1,1,-1
886,1,-1,1,1,-1
887,4,-1,1,1,1
888,3,-1,1,1,-1
889,3,-1,1,1,-1
890,1,1,1,1,-1
891,3,-1,1,1,-1
892,1,1,1,1,-1
893,1,-1,-1,1,1
894,3,-1,1,1,1
895,-1,-1,-1,1,1
896,-1,-1,-1,1,1
897,5,1,1,-1,-1
898,5,-1,1,-1,-1
899,3,-1,-1,1,1
900,-1,-1,-1,1,1
901,-1,1,-1,-1,1
902,2,-1,1,1,-1
903,2,-1,1,1,-1
904,1,-1,1,1,-1
905,-1,-1,1,1,1
906,-1,-1,1,-1,1
907,1,1,1,1,-1
908,0,-1,-1,-1,1
909,4,-1,1,1,1
910,2,1,1,1,-1
911,5,-1,1,-1,-1
912,4,-1,1,-1,1
913,1,-1,1,-1,1
914,2,-1,1,1,-1
915,2,1,1,1,-1
916,1,-1,1,1,-1
917,3,-1,1,1,-1
918,3,1,1,1,-1
919,5,-1,1,-1,-1
920,3,1,1,1,-1
921,3,-1,1,1,-1
922,1,-1,1,1,-1
923,3,-1,1,-1,1
924,3,-1,1,1,1
925,1,1,1,1,-1
926,3,-1,1,1,-1
927,1,-1,1,1,-1
928,2,1,1,1,-1
929,-1,-1,1,1,1
930,4,-1,-1,1,1
931,2,1,1,1,-1
932,3,-1,-1,1,1
933,5,1,1,-1,-1
934,4,-1,1,1,1
935,5,1,1,-1,-1
936,-1,-1,1,1,1
937,2,-1,1,1,-1
938,1,-1,1,1,-1
939,3,1,1,1,-1
940,-1,-1,-1,1,1
941,2,-1,1,1,-1
942,-1,-1,-1,1,1
943,1,-1,1,1,-1
944,4,1,1,1,-1
945,5,1,1,-1,-1
946,3,-1,1,1,-1
947,1,-1,1,1,-1
948,3,-1,1,1,-1
949,-1,-1,1,-1,1
950,4,-1,1,-1,1
951,-1,-1,1,1,1
952,3,1,1,1,-1
953,3,-1,1,1,-1
954,1,-1,1,1,-1
955,1,-1,1,1,1
956,1,1,1,1,-1
957,1,-1,1,1,-1
958,3,-1,-1,1,1
959,5,1,-1,-1,1
960,-1,-1,-1,1,1
961,4,-1,-1,1,1
962,2,1,1,1,-1
963,2,-1,1,1,-1
964,4,-1,1,1,1
965,-1,-1,-1,1,1
966,1,-1,1,1,-1
967,4,-1,-1,1,1
968,2,1,1,1,-1
969,-1,-1,-1,1,1
970,1,-1,1,-1,1
971,5,1,1,-1,-1
972,-1,-1,-1,1,1
973,2,1,1,1,-1
974,2,1,1,1,-1
975,2,1,1,1,-1
976,1,-1,1,1,1
977,1,-1,1,1,-1
978,4,1,-1,1,1
979,4,-1,1,1,1
980,-1,-1,-1,1,1
981,3,1,1,1,-1
982,-1,-1,1,1,1
983,1,-1,1,1,-1
984,-1,-1,-1,1,1
985,4,1,1,1,-1
986,4,1,1,1,-1
987,2,-1,1,1,-1
988,3,-1,1,-1,1
989,3,-1,1,1,1
990,4,-1,-1,-1,1
991,1,1,1,1,-1
992,1,-1,1,1,-1
993,4,1,1,1,-1
994,3,-1,-1,1,1
995,5,-1,1,-1,-1
996,5,-1,1,-1,-1
997,4,1,1,1,-1
998,1,1,1,1,-1
999,5,-1,1,-1,-1
1000,3,-1,-1,1,1
1001,5,-1,1,-1,-1
1002,1,-1,1,1,-1
1003,5,1,1,-1,-1
1004,3,-1,1,1,1
1005,4,-1,1,1,1
1006,3,1,1,1,-1
1007,3,1,1,1,-1
1008,-1,-1,1,-1,1
1009,3,-1,-1,1,1
1010,3,-1,-1,1,1
