0.605 
4139.png, 1
4140.png, 2
4141.png, 2
4142.png, 4
4143.png, 2
4144.png, 2
4145.png, 2
4146.png, -1
4147.png, 2
4148.png, -1
4149.png, 5
4150.png, 2
4151.png, 5
4152.png, 2
4153.png, 3
4154.png, -1
4155.png, 2
4156.png, 5
4157.png, 1
4158.png, 2
4159.png, 3
4160.png, -1
4161.png, 2
4162.png, 4
4163.png, 4
4164.png, -1
4165.png, -1
4166.png, -1
4167.png, -1
4168.png, 1
4169.png, -1
4170.png, 2
4171.png, 1
4172.png, 2
4173.png, 3
4174.png, 4
4175.png, -1
4176.png, -1
4177.png, 2
4178.png, 1
4179.png, -1
4180.png, 2
4181.png, 2
4182.png, 2
4183.png, -1
4184.png, 3
4185.png, 1
4186.png, -1
4187.png, 2
4188.png, 0
4189.png, 1
4190.png, 3
4191.png, 2
4192.png, -1
4193.png, 3
4194.png, 3
4195.png, 3
4196.png, -1
4197.png, -1
4198.png, 3
4199.png, -1
4200.png, -1
4201.png, 1
4202.png, 2
4203.png, 2
4204.png, 1
4205.png, 5
4206.png, 2
4207.png, -1
4208.png, 5
4209.png, 3
4210.png, -1
4211.png, -1
4212.png, 3
4213.png, 5
4214.png, 4
4215.png, 5
4216.png, -1
4217.png, 3
4218.png, 4
4219.png, 5
4220.png, 3
4221.png, 5
4222.png, 1
4223.png, 2
4224.png, -1
4225.png, -1
4226.png, 1
4227.png, 3
4228.png, 2
4229.png, 3
4230.png, -1
4231.png, 3
4232.png, 3
4233.png, -1
4234.png, 3
4235.png, -1
4236.png, 2
4237.png, -1
4238.png, 4
4239.png, 2
4240.png, 3
4241.png, -1
4242.png, 3
4243.png, -1
4244.png, 4
4245.png, -1
4246.png, -1
4247.png, 1
4248.png, 2
4249.png, 3
4250.png, 1
4251.png, -1
4252.png, 2
4253.png, 5
4254.png, -1
4255.png, 2
4256.png, 2
4257.png, -1
4258.png, 2
4259.png, -1
4260.png, 1
4261.png, 5
4262.png, -1
4263.png, 2
4264.png, 1
4265.png, 2
4266.png, 3
4267.png, -1
4268.png, 3
4269.png, 5
4270.png, 2
4271.png, -1
4272.png, 3
4273.png, 3
4274.png, 2
4275.png, 3
4276.png, -1
4277.png, 2
4278.png, 3
4279.png, 3
4280.png, -1
4281.png, 5
4282.png, 1
4283.png, -1
4284.png, 3
4285.png, 2
4286.png, 2
4287.png, 2
4288.png, -1
4289.png, 5
4290.png, 3
4291.png, 2
4292.png, 1
4293.png, 4
4294.png, -1
4295.png, 3
4296.png, -1
4297.png, 1
4298.png, 3
4299.png, 3
4300.png, 1
4301.png, 5
4302.png, -1
4303.png, 2
4304.png, 2
4305.png, -1
4306.png, 5
4307.png, 2
4308.png, 4
4309.png, -1
4310.png, 2
4311.png, -1
4312.png, 2
4313.png, 1
4314.png, 1
4315.png, 5
4316.png, -1
4317.png, 4
4318.png, -1
4319.png, -1
4320.png, -1
4321.png, 2
4322.png, 4
4323.png, 3
4324.png, 1
4325.png, -1
4326.png, 2
4327.png, 2
4328.png, 4
4329.png, 3
4330.png, 1
4331.png, -1
4332.png, -1
4333.png, -1
4334.png, 2
4335.png, -1
4336.png, -1
4337.png, 3
4338.png, 3
4339.png, 3
4340.png, 1
4341.png, 1
4342.png, -1
4343.png, -1
4344.png, 3
4345.png, 4
4346.png, -1
4347.png, -1
4348.png, 3
4349.png, -1
4350.png, 4
4351.png, 2
4352.png, 4
4353.png, 4
4354.png, -1
4355.png, 1
4356.png, 1
4357.png, 2
4358.png, 4
4359.png, 1
4360.png, 4
4361.png, 3
4362.png, 2
4363.png, 4
4364.png, 2
4365.png, 1
4366.png, 5
4367.png, -1
4368.png, 2
4369.png, -1
4370.png, 4
4371.png, 1
4372.png, 2
4373.png, 4
4374.png, -1
4375.png, 3
4376.png, 1
4377.png, -1
4378.png, 4
4379.png, 2
4380.png, -1
4381.png, 4
4382.png, 2
4383.png, 3
4384.png, 5
4385.png, 2
4386.png, 1
4387.png, 2
4388.png, 2
4389.png, 1
4390.png, 2
4391.png, 3
4392.png, -1
4393.png, 2
4394.png, 5
4395.png, 2
4396.png, 3
4397.png, -1
4398.png, 4
4399.png, 5
4400.png, 2
4401.png, 2
4402.png, 4
4403.png, 5
4404.png, 1
4405.png, 3
4406.png, -1
4407.png, 5
4408.png, -1
4409.png, 4
4410.png, 2
4411.png, 2
4412.png, -1
4413.png, -1
4414.png, 5
4415.png, 4
4416.png, 4
4417.png, -1
4418.png, 3
4419.png, 4
4420.png, 3
4421.png, -1
4422.png, 2
4423.png, 2
4424.png, 2
4425.png, 3
4426.png, 2
4427.png, -1
4428.png, -1
4429.png, 4
4430.png, 3
4431.png, -1
4432.png, 3
4433.png, 5
4434.png, 4
4435.png, -1
4436.png, 3
4437.png, 2
4438.png, 3
4439.png, 2
4440.png, 5
4441.png, 2
4442.png, 2
4443.png, 4
4444.png, 5
4445.png, 2
4446.png, 3
4447.png, -1
4448.png, 4
4449.png, -1
4450.png, 4
4451.png, 3
4452.png, 4
4453.png, 4
4454.png, 4
4455.png, 1
4456.png, 4
4457.png, 2
4458.png, 3
4459.png, 4
4460.png, 1
4461.png, 4
4462.png, -1
4463.png, 4
4464.png, -1
4465.png, 4
4466.png, 4
4467.png, 3
4468.png, 5
4469.png, 2
4470.png, 3
4471.png, 3
4472.png, 2
4473.png, -1
4474.png, 5
4475.png, 1
4476.png, 4
4477.png, 4
4478.png, 2
4479.png, 4
4480.png, 4
4481.png, 4
4482.png, -1
4483.png, -1
4484.png, -1
4485.png, 3
4486.png, 4
4487.png, 5
4488.png, 5
4489.png, 5
4490.png, 3
4491.png, 2
4492.png, 4
4493.png, 3
4494.png, 2
4495.png, 4
4496.png, 3
4497.png, 4
4498.png, 1
4499.png, -1
4500.png, 2
4501.png, -1
4502.png, -1
4503.png, 3
4504.png, 2
4505.png, 1
4506.png, -1
4507.png, 5
4508.png, -1
4509.png, 4
4510.png, 5
4511.png, -1
4512.png, 2
4513.png, -1
4514.png, 4
4515.png, 3
4516.png, 3
4517.png, 5
4518.png, 2
4519.png, 4
4520.png, -1
4521.png, 2
4522.png, 4
4523.png, 3
4524.png, -1
4525.png, 1
4526.png, 2
4527.png, -1
4528.png, 2
4529.png, 5
4530.png, -1
4531.png, -1
4532.png, 3
4533.png, 4
4534.png, 4
4535.png, 1
4536.png, 2
4537.png, 3
4538.png, 4
4539.png, 3
4540.png, 2
4541.png, -1
4542.png, -1
4543.png, 1
4544.png, 3
4545.png, 2
4546.png, 2
4547.png, 5
4548.png, 4
4549.png, -1
4550.png, -1
4551.png, 2
4552.png, 2
4553.png, 3
4554.png, 4
4555.png, -1
4556.png, 2
4557.png, 2
4558.png, 3
4559.png, 3
4560.png, 5
4561.png, 2
4562.png, -1
4563.png, -1
4564.png, 2
4565.png, 3
4566.png, 1
4567.png, -1
4568.png, 2
4569.png, 4
4570.png, 2
4571.png, 4
4572.png, 4
4573.png, 4
4574.png, 3
4575.png, 3
4576.png, 2
4577.png, -1
4578.png, 4
4579.png, 3
4580.png, 3
4581.png, 1
4582.png, 2
4583.png, 1
4584.png, -1
4585.png, -1
4586.png, 2
4587.png, 4
4588.png, 3
4589.png, 1
4590.png, 2
4591.png, -1
4592.png, 3
4593.png, 1
4594.png, 3
4595.png, -1
4596.png, 3
4597.png, 3
4598.png, 5
4599.png, 3
4600.png, 3
4601.png, 2
4602.png, 5
4603.png, 1
4604.png, -1
4605.png, 2
4606.png, -1
4607.png, 2
4608.png, 4
4609.png, 1
4610.png, 2
4611.png, 4
4612.png, 5
4613.png, 2
4614.png, 4
4615.png, -1
4616.png, 4
4617.png, 3
4618.png, 1
4619.png, 1
4620.png, -1
4621.png, 3
4622.png, -1
4623.png, -1
4624.png, -1
4625.png, 3
4626.png, -1
4627.png, 5
4628.png, 2
4629.png, 3
4630.png, -1
4631.png, 3
4632.png, 3
4633.png, 0
4634.png, -1
4635.png, 4
4636.png, 1
4637.png, 2
4638.png, 2
4639.png, 5
4640.png, 3
4641.png, 4
4642.png, 2
4643.png, -1
4644.png, -1
4645.png, 3
4646.png, 2
4647.png, -1
4648.png, 1
4649.png, 2
4650.png, -1
4651.png, 5
4652.png, 4
4653.png, 1
4654.png, -1
4655.png, 2
4656.png, 4
4657.png, 1
4658.png, 3
4659.png, -1
4660.png, 4
4661.png, 4
4662.png, -1
4663.png, 4
4664.png, 5
4665.png, -1
4666.png, -1
4667.png, -1
4668.png, 1
4669.png, -1
4670.png, -1
4671.png, 3
4672.png, 4
4673.png, -1
4674.png, 1
4675.png, 5
4676.png, -1
4677.png, 4
4678.png, 4
4679.png, 4
4680.png, -1
4681.png, 1
4682.png, 3
4683.png, 4
4684.png, 1
4685.png, -1
4686.png, 1
4687.png, 1
4688.png, 5
4689.png, 2
4690.png, 1
4691.png, 1
4692.png, 5
4693.png, 2
4694.png, 2
4695.png, 3
4696.png, 4
4697.png, 4
4698.png, 5
4699.png, 3
4700.png, 3
4701.png, 5
4702.png, 4
4703.png, 4
4704.png, 2
4705.png, 3
4706.png, 5
4707.png, -1
4708.png, -1
4709.png, 5
4710.png, 3
4711.png, 3
4712.png, 5
4713.png, 3
4714.png, 1
4715.png, 3
4716.png, -1
4717.png, 4
4718.png, 4
4719.png, 4
4720.png, 4
4721.png, 2
4722.png, 2
4723.png, -1
4724.png, 0
4725.png, 2
4726.png, 1
4727.png, 3
4728.png, 2
4729.png, -1
4730.png, 3
4731.png, 2
4732.png, 3
4733.png, 2
4734.png, 3
4735.png, 2
4736.png, 3
4737.png, 1
4738.png, 2
4739.png, 3
4740.png, 1
4741.png, 3
4742.png, 3
4743.png, 1
4744.png, 2
4745.png, 2
4746.png, 2
4747.png, 1
4748.png, -1
4749.png, -1
4750.png, -1
4751.png, 1
4752.png, 4
4753.png, 2
4754.png, 3
4755.png, 4
4756.png, 2
4757.png, 4
4758.png, 1
4759.png, 4
4760.png, 3
4761.png, 1
4762.png, 3
4763.png, 5
4764.png, -1
4765.png, -1
4766.png, 1
4767.png, 4
4768.png, -1
4769.png, -1
4770.png, 3
4771.png, 5
4772.png, 4
4773.png, 3
4774.png, 3
4775.png, 4
4776.png, 4
4777.png, 3
4778.png, -1
4779.png, -1
4780.png, 2
4781.png, 2
4782.png, 5
4783.png, 2
4784.png, -1
4785.png, 2
4786.png, 3
4787.png, 1
4788.png, 1
4789.png, 1
4790.png, 2
4791.png, 2
4792.png, 4
4793.png, -1
4794.png, 3
4795.png, 2
4796.png, 2
4797.png, -1
4798.png, 5
4799.png, 4
4800.png, 4
4801.png, -1
4802.png, 3
4803.png, 4
4804.png, -1
4805.png, 1
4806.png, 3
4807.png, 1
4808.png, 1
4809.png, 5
4810.png, -1
4811.png, 4
4812.png, 3
4813.png, -1
4814.png, -1
4815.png, 3
4816.png, 0
4817.png, 3
4818.png, 5
4819.png, 3
4820.png, 3
4821.png, 2
4822.png, 4
4823.png, 3
4824.png, 5
4825.png, 3
4826.png, 3
4827.png, 2
4828.png, 3
4829.png, 2
4830.png, 4
4831.png, 2
4832.png, 2
4833.png, -1
4834.png, 4
4835.png, 4
4836.png, -1
4837.png, -1
4838.png, 2
4839.png, 3
4840.png, 3
4841.png, 1
4842.png, -1
4843.png, 5
4844.png, 2
4845.png, 4
4846.png, 5
4847.png, 3
4848.png, 4
4849.png, 4
4850.png, 4
4851.png, 1
4852.png, 4
4853.png, 4
4854.png, 2
4855.png, 5
4856.png, 3
4857.png, -1
4858.png, 3
4859.png, 5
4860.png, 2
4861.png, 3
4862.png, 4
4863.png, 4
4864.png, 4
4865.png, 5
4866.png, -1
4867.png, -1
4868.png, 2
4869.png, 2
4870.png, 5
4871.png, 2
4872.png, 3
4873.png, 3
4874.png, 4
4875.png, -1
4876.png, -1
4877.png, 4
4878.png, 3
4879.png, 0
4880.png, 4
4881.png, 4
4882.png, 5
4883.png, 2
4884.png, 2
4885.png, 4
4886.png, 2
4887.png, 4
4888.png, 5
4889.png, 5
4890.png, 3
4891.png, 3
4892.png, 1
4893.png, 2
4894.png, 2
4895.png, -1
4896.png, 3
4897.png, -1
4898.png, 2
4899.png, -1
4900.png, 1
4901.png, 2
4902.png, 3
4903.png, 5
4904.png, -1
4905.png, 2
4906.png, 2
4907.png, -1
4908.png, -1
4909.png, 3
4910.png, -1
4911.png, 4
4912.png, -1
4913.png, -1
4914.png, 5
4915.png, 2
4916.png, 4
4917.png, -1
4918.png, 5
4919.png, 3
4920.png, 3
4921.png, 5
4922.png, 5
4923.png, 3
4924.png, 3
4925.png, 3
4926.png, -1
4927.png, 1
4928.png, -1
4929.png, -1
4930.png, 4
4931.png, 5
4932.png, 3
4933.png, 2
4934.png, 1
4935.png, 5
4936.png, -1
4937.png, 1
4938.png, 4
4939.png, 2
4940.png, 3
4941.png, 1
4942.png, 5
4943.png, 1
4944.png, 1
4945.png, 1
4946.png, -1
4947.png, 5
4948.png, 1
4949.png, 3
4950.png, 2
4951.png, 1
4952.png, 3
4953.png, 3
4954.png, 3
4955.png, 2
4956.png, 4
4957.png, 5
4958.png, 5
4959.png, 3
4960.png, -1
4961.png, 0
4962.png, 4
4963.png, 3
4964.png, 5
4965.png, 3
4966.png, 4
4967.png, -1
4968.png, 3
4969.png, 2
4970.png, 5
4971.png, 3
4972.png, 3
4973.png, 4
4974.png, 3
4975.png, 2
4976.png, -1
4977.png, 1
4978.png, 1
4979.png, 1
4980.png, 3
4981.png, 1
4982.png, 3
4983.png, 3
4984.png, 3
4985.png, -1
4986.png, 0
4987.png, 3
4988.png, 2
4989.png, 1
4990.png, 4
4991.png, 3
4992.png, -1
4993.png, -1
4994.png, 3
4995.png, 5
4996.png, 3
4997.png, 4
4998.png, 3
4999.png, 2
5000.png, -1
