,0,1,2,3,4
164,5,-1,1,-1,-1
165,1,-1,1,1,-1
166,4,1,1,1,-1
167,-1,-1,1,-1,1
168,4,-1,1,1,1
169,4,1,1,1,-1
170,5,-1,1,-1,-1
171,-1,-1,-1,-1,1
172,-1,1,1,1,1
173,-1,-1,-1,1,1
174,3,-1,1,1,1
175,5,-1,1,-1,-1
176,2,1,1,1,-1
177,1,-1,1,1,-1
178,4,-1,1,1,1
179,2,1,1,1,-1
180,3,-1,1,1,1
181,2,-1,1,1,-1
182,4,-1,1,1,1
183,-1,-1,-1,1,1
184,1,-1,1,1,-1
185,-1,-1,1,1,1
186,4,-1,-1,1,1
187,-1,-1,1,1,1
188,4,-1,1,1,1
189,1,-1,1,1,-1
190,1,-1,1,1,-1
191,1,1,1,1,-1
192,5,-1,1,-1,-1
193,2,1,1,1,-1
194,1,-1,1,1,1
195,3,1,1,1,-1
196,-1,-1,-1,-1,1
197,3,1,1,1,-1
198,5,1,1,-1,-1
199,-1,-1,-1,1,1
200,-1,-1,-1,1,1
201,0,-1,-1,1,1
202,-1,-1,1,1,1
203,1,-1,1,1,-1
204,3,-1,1,1,1
205,1,-1,1,1,-1
206,5,-1,1,-1,-1
207,3,1,1,1,-1
208,4,-1,1,1,1
209,1,1,1,1,-1
210,1,1,1,1,-1
211,4,-1,1,1,1
212,1,1,1,1,-1
213,3,1,1,1,-1
214,4,-1,1,1,-1
215,0,-1,1,-1,-1
216,3,-1,1,1,-1
217,1,1,1,1,-1
218,4,-1,-1,1,1
219,1,1,-1,1,1
220,4,-1,1,1,1
221,-1,-1,-1,-1,1
222,1,-1,1,1,-1
223,2,-1,1,1,-1
224,4,-1,-1,1,1
225,3,-1,-1,1,1
226,4,-1,1,-1,1
227,4,1,1,1,-1
228,1,-1,1,1,1
229,1,-1,1,1,-1
230,-1,-1,-1,1,1
231,3,-1,-1,1,1
232,4,1,1,1,-1
233,1,-1,1,1,-1
234,3,-1,1,1,1
235,1,-1,1,1,-1
236,1,-1,-1,1,1
237,3,-1,1,1,-1
238,-1,-1,1,1,1
239,4,1,1,1,-1
240,1,-1,-1,1,1
241,2,-1,1,1,-1
242,1,-1,1,1,-1
243,4,-1,1,1,1
244,1,1,1,1,-1
245,1,-1,1,1,1
246,3,-1,1,1,-1
247,5,-1,1,-1,-1
248,-1,-1,1,-1,1
249,4,-1,1,1,-1
250,1,-1,-1,1,1
251,0,-1,1,-1,1
252,3,-1,-1,1,1
253,-1,-1,-1,1,1
254,2,-1,1,1,-1
255,3,-1,-1,1,1
256,-1,-1,-1,1,1
257,5,1,1,-1,-1
258,4,-1,1,1,1
259,-1,-1,-1,-1,1
260,2,-1,1,1,-1
261,0,-1,-1,-1,1
262,4,-1,-1,1,1
263,5,-1,1,-1,1
264,4,-1,1,1,1
265,4,-1,1,1,-1
266,1,-1,1,1,1
267,4,-1,1,1,-1
268,3,-1,-1,1,1
269,2,1,1,1,-1
270,1,-1,1,1,-1
271,5,1,1,-1,-1
272,2,-1,1,1,-1
273,4,-1,-1,1,1
274,4,-1,1,1,-1
275,4,-1,-1,1,1
276,3,-1,1,-1,1
277,1,-1,1,1,-1
278,5,-1,1,-1,-1
279,4,-1,-1,1,1
280,1,1,1,1,-1
281,5,-1,-1,1,1
282,1,-1,1,1,-1
283,2,1,1,1,-1
284,2,-1,1,1,-1
285,3,-1,1,1,-1
286,-1,-1,1,1,1
287,2,-1,1,1,-1
288,3,-1,1,1,-1
289,2,-1,1,1,-1
290,4,-1,-1,1,1
291,1,-1,1,1,1
292,2,1,1,1,-1
293,4,-1,1,-1,1
294,5,-1,1,-1,-1
295,4,-1,1,-1,1
296,4,-1,1,1,1
297,-1,-1,-1,-1,1
298,-1,-1,1,1,1
299,5,-1,1,-1,-1
300,5,-1,1,-1,-1
301,3,-1,1,-1,1
302,1,-1,1,1,-1
303,-1,-1,-1,1,1
304,3,1,1,1,-1
305,2,1,1,1,-1
306,-1,-1,1,1,1
307,3,1,1,1,-1
308,1,1,1,1,-1
309,1,-1,-1,1,1
310,4,-1,1,-1,1
311,3,1,1,1,-1
312,3,-1,-1,1,1
313,4,1,1,1,1
314,3,-1,1,1,-1
315,4,1,1,1,-1
316,3,-1,1,1,-1
317,1,-1,1,1,-1
318,-1,-1,1,1,1
319,1,-1,1,1,-1
320,4,-1,1,1,1
321,4,-1,-1,1,1
322,3,-1,1,1,-1
323,3,-1,1,1,1
324,1,-1,1,1,1
325,0,-1,-1,1,1
326,4,-1,-1,1,1
327,4,-1,1,1,-1
328,4,-1,-1,1,1
329,1,1,1,1,-1
330,-1,-1,1,-1,1
331,3,-1,-1,1,1
332,3,1,1,1,-1
333,5,-1,1,-1,-1
334,-1,-1,1,1,1
335,4,-1,-1,1,1
336,3,-1,1,1,1
337,4,-1,1,1,-1
338,3,-1,1,1,1
339,4,-1,1,1,-1
340,-1,-1,-1,-1,1
341,1,-1,1,1,1
342,5,-1,1,-1,-1
343,5,1,1,-1,-1
344,1,1,1,1,-1
345,4,-1,1,1,1
346,3,-1,-1,1,1
347,2,1,1,1,-1
348,4,-1,-1,1,1
349,1,-1,-1,1,1
350,5,1,1,-1,-1
351,3,-1,1,1,1
352,4,-1,-1,1,1
353,5,1,1,-1,-1
354,4,1,1,1,-1
355,3,-1,1,1,1
356,1,-1,1,-1,1
357,3,1,1,1,-1
358,1,1,1,1,-1
359,3,-1,1,-1,1
360,3,1,1,1,-1
361,1,-1,1,1,-1
362,1,-1,1,1,-1
363,3,-1,1,1,-1
364,3,-1,1,1,-1
365,-1,-1,-1,1,1
366,5,-1,1,-1,1
367,-1,-1,1,1,1
368,3,-1,1,1,-1
369,2,-1,1,1,-1
370,5,1,1,-1,-1
371,3,-1,1,1,1
372,1,1,1,1,-1
373,5,-1,1,-1,-1
374,-1,-1,-1,1,1
375,3,1,1,1,-1
376,3,-1,-1,1,1
377,3,-1,1,1,1
378,4,1,1,1,-1
379,-1,-1,1,-1,1
380,3,-1,1,1,-1
381,1,-1,1,1,-1
382,3,-1,1,-1,1
383,4,-1,1,1,1
384,1,-1,1,1,-1
385,2,1,1,1,-1
386,2,1,1,1,-1
387,-1,-1,-1,1,1
388,3,-1,-1,-1,1
389,2,1,1,1,-1
390,1,-1,-1,1,1
391,-1,-1,-1,1,1
392,-1,-1,1,1,1
393,2,1,1,1,-1
394,3,-1,-1,1,1
395,3,-1,1,1,-1
396,3,-1,1,1,1
397,-1,-1,1,1,1
398,4,1,1,1,-1
399,-1,-1,1,1,1
400,1,-1,1,1,1
401,3,1,1,1,1
402,3,-1,-1,1,1
403,2,-1,1,1,-1
404,5,-1,1,-1,-1
405,4,-1,-1,1,1
406,3,-1,1,1,1
407,3,1,1,1,-1
408,3,-1,1,1,1
409,4,-1,1,1,1
410,4,-1,1,1,1
411,3,-1,-1,1,1
412,4,1,1,1,-1
413,4,-1,-1,1,1
414,5,1,1,-1,-1
415,5,-1,1,-1,-1
416,3,-1,1,1,-1
417,-1,-1,-1,1,1
418,5,-1,1,-1,-1
419,5,-1,1,-1,-1
420,1,-1,1,1,-1
421,3,-1,1,1,-1
422,1,-1,1,1,1
423,3,-1,1,1,-1
424,3,1,1,1,-1
425,2,-1,1,1,-1
426,-1,-1,-1,1,1
427,-1,-1,1,1,1
428,4,-1,-1,1,1
429,2,1,1,1,-1
430,1,1,1,1,-1
431,5,1,1,-1,-1
432,2,1,1,1,-1
433,3,1,1,1,-1
434,5,1,1,-1,-1
435,1,-1,1,1,1
436,1,1,1,1,-1
437,3,-1,-1,1,1
438,3,1,1,1,-1
439,3,-1,-1,1,1
440,-1,-1,-1,1,1
441,4,-1,-1,1,1
442,1,-1,1,1,1
443,1,-1,-1,1,1
444,3,-1,1,1,-1
445,3,-1,1,1,-1
446,1,1,1,1,-1
447,0,-1,1,-1,-1
448,3,-1,1,1,1
449,4,-1,1,1,-1
450,1,1,1,1,-1
451,1,-1,1,1,1
452,-1,-1,-1,-1,1
453,3,1,1,1,-1
454,-1,-1,1,-1,1
455,3,-1,-1,1,1
456,3,-1,1,-1,1
457,-1,-1,1,1,1
458,5,1,1,-1,-1
459,-1,-1,1,1,1
460,1,-1,1,1,1
461,4,-1,1,1,1
462,-1,-1,1,1,1
463,1,1,1,1,-1
464,1,1,1,1,-1
465,4,-1,-1,1,1
466,5,1,1,-1,-1
467,-1,-1,1,1,1
468,-1,-1,1,1,1
469,3,1,1,1,-1
470,1,-1,1,-1,1
471,3,-1,-1,-1,1
472,2,1,1,1,-1
473,1,-1,1,-1,1
474,1,1,1,1,-1
475,4,-1,1,1,-1
476,3,-1,-1,1,1
477,1,1,1,1,-1
478,2,-1,1,1,-1
479,4,-1,1,1,-1
480,2,1,1,1,-1
481,3,-1,-1,1,1
482,2,-1,1,1,-1
483,4,-1,-1,1,1
484,1,-1,1,1,-1
485,2,1,1,1,-1
486,4,-1,1,-1,1
487,2,1,1,1,-1
488,5,1,1,-1,-1
489,1,-1,1,1,1
490,4,-1,-1,1,1
491,5,-1,1,-1,-1
492,-1,-1,1,1,1
493,4,-1,1,1,-1
494,-1,1,-1,-1,1
495,5,1,1,-1,-1
496,2,-1,1,1,-1
497,0,-1,1,-1,-1
498,4,-1,1,1,-1
499,3,1,1,1,-1
500,2,-1,1,1,-1
501,2,-1,1,1,-1
502,5,-1,1,-1,-1
503,3,-1,1,1,1
504,1,-1,1,1,-1
505,5,-1,1,-1,-1
506,1,1,1,1,-1
507,3,-1,1,1,1
508,4,1,1,1,-1
509,-1,-1,1,1,1
510,3,1,1,1,-1
511,4,1,1,1,-1
512,-1,-1,-1,1,1
513,-1,-1,1,1,1
514,-1,-1,1,1,1
515,3,-1,1,1,1
516,4,-1,1,1,1
517,5,1,1,-1,-1
518,-1,-1,-1,1,1
519,3,-1,1,1,-1
520,-1,-1,1,-1,1
521,5,-1,1,-1,-1
522,1,1,1,1,-1
523,-1,-1,1,1,1
524,1,-1,1,1,1
525,1,-1,1,1,-1
526,1,1,1,1,-1
527,-1,-1,-1,1,1
528,3,-1,1,1,-1
529,-1,-1,-1,1,1
530,3,-1,1,1,1
531,3,1,-1,1,1
532,-1,-1,-1,1,1
533,1,-1,1,1,-1
534,2,1,1,1,-1
535,5,1,1,-1,-1
536,1,-1,1,1,1
537,2,-1,1,1,-1
538,4,-1,1,1,1
539,1,-1,1,1,1
540,3,-1,1,1,1
541,4,-1,1,1,1
542,-1,-1,-1,1,1
543,4,-1,-1,1,1
544,1,1,1,1,-1
545,3,-1,1,1,-1
546,1,1,1,1,-1
547,1,-1,1,1,1
548,3,-1,1,1,1
549,1,-1,-1,1,1
550,1,-1,1,1,-1
551,4,-1,1,1,1
552,3,1,1,1,-1
553,1,-1,1,1,1
554,4,-1,1,1,1
555,-1,-1,1,1,1
556,-1,-1,1,1,1
557,4,-1,-1,1,1
558,2,-1,1,1,-1
559,2,1,1,1,-1
560,2,-1,1,1,-1
561,-1,-1,1,-1,1
562,1,-1,1,1,1
563,-1,-1,1,1,1
564,1,-1,1,1,-1
565,-1,-1,-1,-1,1
566,1,-1,1,1,1
567,4,-1,1,1,1
568,4,-1,1,1,1
569,4,1,-1,1,1
570,1,1,1,1,-1
571,1,-1,1,1,-1
572,2,1,1,1,-1
573,4,-1,-1,1,1
574,4,-1,-1,1,1
575,3,-1,1,-1,1
576,-1,-1,1,-1,1
577,3,1,1,1,-1
578,5,-1,1,-1,-1
579,1,-1,1,1,1
580,5,-1,1,-1,-1
581,3,-1,-1,1,1
582,-1,-1,1,1,1
583,4,-1,1,1,1
584,3,1,1,1,-1
585,1,-1,1,1,-1
586,4,-1,1,1,-1
587,-1,-1,1,-1,1
588,2,-1,1,1,-1
589,4,1,1,1,-1
590,4,-1,1,1,1
591,2,-1,1,1,-1
592,5,-1,1,-1,-1
593,2,-1,1,1,-1
594,4,-1,-1,1,1
595,3,-1,1,1,-1
596,4,-1,1,1,1
597,4,-1,-1,1,1
598,1,1,1,1,-1
599,5,1,1,-1,-1
600,4,-1,1,1,-1
601,-1,-1,1,1,1
602,3,1,1,1,-1
603,5,-1,1,-1,-1
604,5,-1,1,-1,-1
605,3,-1,1,1,1
606,3,1,-1,1,1
607,1,-1,1,-1,1
608,5,1,1,-1,-1
609,4,-1,-1,1,1
610,4,-1,1,1,1
611,3,-1,1,1,-1
612,1,-1,-1,1,1
613,2,-1,1,1,-1
614,1,-1,1,1,1
615,2,1,1,1,-1
616,3,1,-1,1,1
617,4,-1,1,1,-1
618,1,1,1,1,-1
619,2,1,1,1,-1
620,1,1,1,1,-1
621,2,1,1,1,-1
622,3,-1,-1,1,1
623,-1,-1,-1,-1,1
624,4,-1,1,1,1
625,2,-1,1,1,-1
626,4,-1,1,1,1
627,-1,-1,1,1,1
628,-1,-1,-1,1,1
629,5,1,1,-1,-1
630,1,-1,1,1,-1
631,1,-1,1,1,-1
632,1,-1,1,-1,1
633,5,-1,1,-1,-1
634,3,1,1,-1,1
635,1,-1,1,1,-1
636,1,-1,1,1,-1
637,1,1,1,1,-1
638,5,1,1,-1,-1
639,4,-1,1,1,1
640,1,-1,1,1,-1
641,3,-1,1,1,-1
642,0,-1,-1,-1,1
643,3,-1,1,1,-1
644,1,1,1,1,-1
645,-1,-1,-1,1,1
646,-1,-1,1,-1,1
647,3,-1,1,1,-1
648,-1,-1,1,1,1
649,-1,-1,-1,1,1
650,1,1,1,1,-1
651,5,1,1,-1,-1
652,3,-1,-1,1,1
653,2,-1,1,1,-1
654,2,1,1,1,-1
655,3,1,1,1,-1
656,1,1,1,1,-1
657,1,1,1,1,-1
658,3,-1,1,1,-1
659,1,-1,1,1,1
660,4,-1,-1,1,1
661,3,-1,1,1,1
662,1,1,1,1,-1
663,3,-1,1,1,1
664,2,-1,1,1,-1
665,4,-1,-1,1,1
666,3,-1,1,1,-1
667,5,1,-1,-1,1
668,3,-1,-1,1,1
669,5,1,1,-1,-1
670,5,1,1,-1,-1
671,0,-1,-1,-1,1
672,2,1,1,1,-1
673,3,-1,1,1,-1
674,4,-1,1,1,-1
675,3,-1,1,1,1
676,1,-1,1,1,-1
677,4,-1,1,1,-1
678,5,1,1,-1,-1
679,1,1,1,1,-1
680,3,-1,1,1,1
681,3,-1,1,1,1
682,5,-1,1,-1,-1
683,-1,-1,1,1,1
684,5,-1,-1,-1,1
685,1,-1,1,1,-1
686,2,-1,1,1,-1
687,2,1,1,1,-1
688,3,1,1,1,-1
689,-1,-1,-1,1,1
690,1,-1,1,1,1
691,5,-1,1,-1,-1
692,2,1,1,1,-1
693,-1,-1,-1,1,1
694,1,-1,1,-1,1
695,1,-1,-1,1,1
696,4,-1,-1,1,1
697,1,-1,1,1,1
698,2,-1,1,1,-1
699,4,1,1,1,-1
700,1,1,1,1,-1
701,3,-1,-1,1,1
702,-1,-1,1,1,1
703,3,1,1,1,-1
704,2,-1,1,1,-1
705,4,-1,-1,1,1
706,4,-1,1,1,1
707,3,1,1,1,-1
708,-1,-1,1,1,1
709,4,-1,1,1,-1
710,-1,1,1,1,1
711,1,-1,1,1,1
712,0,-1,-1,-1,1
713,1,1,1,1,-1
714,1,-1,1,1,-1
715,5,-1,1,-1,-1
716,-1,-1,-1,1,1
717,1,-1,-1,1,1
718,4,1,1,1,-1
719,4,-1,1,1,-1
720,-1,-1,1,1,1
721,5,-1,-1,-1,1
722,1,-1,1,1,-1
723,-1,-1,1,1,1
724,0,1,-1,1,1
725,1,1,1,1,-1
726,3,-1,1,1,-1
727,1,-1,1,1,-1
728,1,-1,1,1,-1
729,1,-1,1,1,-1
730,4,-1,-1,1,1
731,1,1,1,1,-1
732,1,-1,-1,1,1
733,1,1,1,1,-1
734,1,-1,1,1,-1
735,1,1,1,1,-1
736,-1,-1,-1,1,1
737,3,-1,1,1,1
738,1,-1,1,1,1
739,3,-1,1,1,1
740,-1,-1,-1,1,1
741,2,1,1,1,-1
742,4,-1,-1,1,1
743,-1,-1,-1,1,1
744,1,-1,1,1,-1
745,2,-1,1,1,-1
746,4,-1,-1,1,1
747,1,1,1,1,-1
748,-1,-1,1,1,1
749,5,1,1,-1,-1
750,3,-1,1,1,1
751,5,-1,1,-1,-1
752,4,1,-1,1,1
753,5,-1,1,-1,-1
754,3,1,1,1,-1
755,3,-1,-1,1,1
756,4,-1,-1,1,1
757,-1,-1,1,1,1
758,1,1,1,1,-1
759,-1,-1,-1,1,1
760,1,1,1,1,-1
761,1,-1,1,1,1
762,5,1,1,-1,-1
763,-1,-1,-1,1,1
764,3,-1,1,1,1
765,-1,-1,1,-1,1
766,4,-1,1,1,1
767,2,-1,1,1,-1
768,5,1,1,-1,-1
769,1,1,1,1,-1
770,1,1,1,1,-1
771,3,-1,1,1,-1
772,4,-1,1,1,1
773,4,-1,-1,1,1
774,4,1,1,1,-1
775,4,-1,1,1,1
776,3,-1,1,1,-1
777,3,-1,1,1,-1
778,1,1,1,1,-1
779,1,-1,1,1,-1
780,1,1,1,1,-1
781,3,1,1,1,-1
782,1,-1,1,1,-1
783,-1,-1,1,-1,1
784,2,1,1,1,-1
785,1,-1,1,1,-1
786,3,-1,-1,1,1
787,1,-1,-1,-1,1
788,5,1,1,-1,-1
789,1,-1,1,1,-1
790,-1,1,-1,1,1
791,1,1,1,1,-1
792,3,1,1,1,-1
793,5,-1,1,-1,-1
794,4,-1,1,1,1
795,1,1,1,1,-1
796,3,-1,1,1,-1
797,1,-1,1,1,-1
798,0,-1,1,-1,-1
799,4,-1,1,1,1
800,0,-1,-1,1,1
801,2,-1,1,1,-1
802,1,1,1,1,-1
803,2,1,1,1,-1
804,4,-1,1,1,-1
805,1,-1,-1,1,1
806,5,1,1,-1,-1
807,4,-1,1,1,-1
808,2,-1,1,1,-1
809,3,-1,1,1,1
810,1,1,1,1,-1
811,3,-1,1,1,1
812,1,1,1,1,-1
813,2,-1,1,1,-1
814,3,1,1,1,-1
815,1,1,1,1,-1
816,4,-1,1,1,1
817,1,1,1,1,-1
818,-1,-1,1,1,1
819,3,-1,-1,1,1
820,2,-1,1,1,-1
821,-1,-1,-1,1,1
822,4,1,1,1,-1
823,1,-1,-1,-1,1
824,5,-1,1,-1,-1
825,2,1,1,1,-1
826,0,1,1,-1,-1
827,4,-1,-1,1,1
828,4,1,1,-1,1
829,-1,-1,-1,1,1
830,5,1,1,-1,-1
831,2,1,1,1,-1
832,3,-1,-1,1,1
833,5,-1,1,-1,-1
834,5,1,1,-1,-1
835,4,-1,-1,1,1
836,4,1,1,1,-1
837,5,-1,1,-1,-1
838,-1,-1,1,-1,1
839,5,1,1,-1,-1
840,0,-1,1,1,1
841,4,-1,-1,1,1
842,3,1,1,1,-1
843,3,-1,1,1,-1
844,2,1,1,1,-1
845,2,1,1,1,-1
846,2,-1,1,1,-1
847,3,-1,1,1,-1
848,4,-1,-1,1,1
849,-1,-1,-1,1,1
850,1,-1,1,1,1
851,3,-1,1,1,-1
852,-1,-1,-1,-1,1
853,4,-1,1,1,1
854,1,1,1,1,-1
855,-1,-1,1,1,1
856,1,-1,1,1,1
857,-1,1,1,-1,1
858,2,-1,1,1,-1
859,4,-1,-1,1,1
860,3,1,1,1,-1
861,-1,-1,-1,1,1
862,1,-1,-1,1,1
863,3,-1,1,1,1
864,5,1,1,-1,-1
865,1,1,1,1,-1
866,-1,-1,-1,1,1
867,4,-1,-1,1,1
868,4,1,1,1,-1
869,4,-1,1,1,-1
870,2,-1,1,1,-1
871,5,-1,1,-1,-1
872,1,-1,1,-1,1
873,5,1,1,-1,-1
874,4,-1,1,1,-1
875,4,-1,1,1,1
876,-1,-1,1,-1,1
877,-1,-1,1,1,1
878,4,-1,1,1,-1
879,4,-1,1,1,-1
880,2,1,1,1,-1
881,3,1,1,1,-1
882,1,-1,1,1,-1
883,4,-1,1,1,1
884,3,-1,1,1,-1
885,3,-1,1,1,-1
886,1,1,1,1,-1
887,3,-1,1,1,-1
888,1,-1,-1,1,1
889,3,-1,1,1,1
890,-1,-1,-1,1,1
891,-1,-1,-1,1,1
892,5,1,1,-1,-1
893,5,-1,1,-1,-1
894,3,-1,-1,1,1
895,-1,-1,-1,1,1
896,-1,1,-1,-1,1
897,4,1,1,1,-1
898,2,-1,1,1,-1
899,2,-1,1,1,-1
900,1,-1,1,1,-1
901,-1,-1,1,1,1
902,-1,-1,1,-1,1
903,1,1,1,1,-1
904,0,-1,-1,-1,1
905,4,-1,1,1,1
906,2,1,1,1,-1
907,5,-1,1,-1,-1
908,4,-1,1,-1,1
909,1,-1,1,-1,1
910,2,-1,1,1,-1
911,1,-1,1,1,-1
912,3,1,1,1,-1
913,5,-1,1,-1,-1
914,3,1,1,1,-1
915,3,-1,1,1,-1
916,1,-1,1,1,-1
917,3,-1,1,-1,1
918,3,-1,1,1,1
919,1,1,1,1,-1
920,3,-1,1,1,-1
921,1,-1,1,1,-1
922,2,1,1,1,-1
923,-1,-1,1,1,1
924,4,-1,-1,1,1
925,1,-1,1,1,-1
926,2,1,1,1,-1
927,3,-1,-1,1,1
928,5,1,1,-1,-1
929,4,-1,1,1,1
930,5,1,1,-1,-1
931,-1,-1,1,1,1
932,2,-1,1,1,-1
933,1,-1,1,1,-1
934,3,1,1,1,-1
935,-1,-1,-1,1,1
936,2,-1,1,1,-1
937,-1,-1,-1,1,1
938,1,-1,1,1,-1
939,4,1,1,1,-1
940,5,1,1,-1,-1
941,3,-1,1,1,-1
942,1,-1,1,1,-1
943,-1,-1,1,-1,1
944,4,-1,1,-1,1
945,-1,-1,1,1,1
946,3,1,1,1,-1
947,3,-1,1,1,-1
948,1,-1,1,1,-1
949,1,-1,1,1,1
950,1,1,1,1,-1
951,1,-1,1,1,-1
952,3,-1,-1,1,1
953,5,1,-1,-1,1
954,-1,-1,-1,1,1
955,4,-1,-1,1,1
956,2,1,1,1,-1
957,2,-1,1,1,-1
958,4,-1,1,1,1
959,-1,-1,-1,1,1
960,1,-1,1,1,-1
961,4,-1,-1,1,1
962,2,1,1,1,-1
963,-1,-1,-1,1,1
964,1,-1,1,-1,1
965,5,1,1,-1,-1
966,-1,-1,-1,1,1
967,2,1,1,1,-1
968,2,1,1,1,-1
969,2,1,1,1,-1
970,1,-1,1,1,1
971,1,-1,1,1,-1
972,4,1,-1,1,1
973,4,-1,1,1,1
974,-1,-1,-1,1,1
975,-1,-1,1,1,1
976,1,-1,1,1,-1
977,-1,-1,-1,1,1
978,4,1,1,1,-1
979,4,1,1,1,-1
980,2,-1,1,1,-1
981,3,-1,1,-1,1
982,3,-1,1,1,1
983,4,-1,-1,-1,1
984,1,1,1,1,-1
985,1,-1,1,1,-1
986,4,1,1,1,-1
987,3,-1,-1,1,1
988,5,-1,1,-1,-1
989,5,-1,1,-1,-1
990,4,1,1,1,-1
991,5,-1,1,-1,-1
992,3,-1,-1,1,1
993,5,-1,1,-1,-1
994,1,-1,1,1,-1
995,5,1,1,-1,-1
996,3,-1,1,1,1
997,4,-1,1,1,1
998,3,1,1,1,-1
999,3,1,1,1,-1
1000,-1,-1,1,-1,1
1001,3,-1,-1,1,1
1002,3,-1,-1,1,1
1003,1,1,1,1,-1
1004,4,-1,1,1,1
1005,3,1,1,1,-1
1006,3,1,1,1,-1
1007,4,1,1,1,1
1008,4,-1,1,1,1
1009,2,1,1,1,-1
1010,1,1,1,1,-1
